555, 553, 420, 564
553, 553, 418, 563
550, 553, 414, 563
546, 553, 410, 563
543, 552, 406, 563
540, 551, 404, 561
536, 549, 399, 559
527, 549, 391, 560
521, 551, 385, 564
512, 557, 379, 569
492, 563, 365, 575
467, 574, 347, 585
435, 582, 311, 586
404, 594, 298, 594
392, 596, 287, 591
374, 598, 279, 598
364, 603, 279, 602
357, 604, 275, 603
357, 607, 273, 611
357, 607, 271, 612
361, 606, 272, 614
369, 610, 276, 621
375, 611, 285, 619
377, 612, 283, 619
377, 614, 283, 621
379, 615, 286, 623
381, 616, 284, 623
383, 618, 289, 625
386, 618, 288, 626
384, 619, 287, 625
384, 619, 286, 626
